pl_name,pl_letter,hostname,disc_year,discoverymethod,disc_instrument,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,sy_name,pl_orbtper_systemref,pl_tranmid_systemref,st_metratio,st_rotp,pl_projobliq,pl_trandep,pl_trandur,pl_rvamp,pl_rade,pl_ratror,pl_ratdor,pl_trueobliq,st_log_rhk,st_metn,pl_imppar,pl_cmasse,pl_masse,pl_bmasse,pl_bmassprov,pl_msinie,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,sy_snum,sy_pnum,sy_mnum,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,pl_angsep,cartesian_x,cartesian_y,cartesian_z,st_spectype_cleaned,pl_type,pl_esi
Kepler-485 b,b,Kepler-485,2016,Transit,Kepler CCD Array,3.2432598,,0.0433,89.27,,0.0,1243.0,,622.01,65.2,Kepler-485,JD,JD,[Fe/H],,,1.75123,3.03598,,14.41,0.12128,9.17367,,,,0.0013,,,35500.0,M-R relationship,,5958.0,0.04,,,0.079,4.39,3.72,1.07,1.38843,1.09,1,1,0,4.6762577,4.28173,-1.87994,0.84784,1140.95,0.038,306.84363490577744,-253.83807947603276,1069.19601365967,Unknown,Gas Giants,0.06435516250147166
OGLE-2018-BLG-1011L c,c,OGLE-2018-BLG-1011L,2019,Microlensing,OGLE CCD Array,,,0.8,,,,,,,2.13,OGLE-2018-BLG-1011L,,,,,,,,,13.2,,,,,,,,890.0,890.0,Mass,,,,,,,,,0.18,,,1,2,0,,,,,7100.0,0.113,-106.77250852207196,-7064.742263247646,-698.5816955134317,Unknown,Gas Giants,
Kepler-281 b,b,Kepler-281,2014,Transit,Kepler CCD Array,14.646008,,0.117,88.09,,0.0,694.0,,118.25,2.05,Kepler-281,BJD,BJD,[Fe/H],,,0.05935,6.293,,2.82,0.02396,15.8,,,,0.92,,,8.35,M-R relationship,,5723.0,0.02,,,0.146,4.53,0.6,0.95,0.42172,0.9,1,3,0,11.2981016,-6.43645,-9.28543,0.54496,1745.45,0.067,506.14379572098306,-548.7583115644956,1577.7447436268137,Unknown,Super-Earth,0.22742858584778525
TOI-4495.01,b,TOI-4495,2024,Transit,TESS CCD Array,5.1830043,,0.061733,,,,1382.670789,,346.63,1.47,TOI-4495,,BJD,,,,0.067,2.783,,3.63,0.02482,,,,,,,,12.8,M-R relationship,,6156.0,,,,0.367,4.25,,1.17,0.68505,1.34,1,1,0,28.0327201,12.2962,-25.192,7.53469,132.214,0.467,29.732055571255206,-61.25469338477184,113.33317786881908,Unknown,Super-Earth,0.19031182815813796
HD 284149 AB b,b,HD 284149 A,2017,Imaging,SPHERE,,,431.16,,,,2395.0,,,26.6,HD 284149,,,,1.05,,,,,12.0,,,,,,,,8352.53053596,8352.53054,Mass,,6035.0,,,27.0,0.342,4.31,0.025,1.13,0.84185,1.36,2,1,0,16.0465447,6.55237,-14.6478,8.46001,117.807,3660.0,52.453087694159784,105.47878579043042,-1.1783838615987414,Unknown,Gas Giants,
Kepler-418 b,b,Kepler-418,2014,Transit,Kepler CCD Array,86.67856,4.35,0.3779,89.952,,0.2,434.0,,8.88,,Kepler-418,HJD,HJD,[M/H],,,0.82441,10.224,50.0,13.45,0.1104,84.4,,,,0.23,,349.6112477,349.61125,Mass,,5820.0,-0.05,-18.45,3.5,0.111,4.35,7.0,0.98,1.51,1.09,1,2,0,2.6721257,-0.783072,2.55481,0.969069,1002.53,0.377,325.1851005841513,-409.23004317198206,855.4833855917559,Unknown,Gas Giants,0.16980137591954192
Kepler-487 b,b,Kepler-487,2016,Transit,Kepler CCD Array,15.3587684,,0.1157,89.02,,0.0,662.0,,51.49,,Kepler-487,JD,JD,[Fe/H],,,1.46381,4.1452,,11.42,0.119,28.123,,,,0.5156,,,,Msini,,5444.0,0.0,,,-0.173,4.51,5.62,0.91,1.78366,0.88,1,3,0,11.4807252,5.35167,10.1571,1.11832,872.343,0.133,280.27582934817764,-315.65052715475815,763.4084842593213,Unknown,Gas Giants,0.09747119992927566
Kepler-1656 b,b,Kepler-1656,2018,Transit,Kepler CCD Array,31.562,52.8,0.1974,89.31,,0.838,651.0,,24.94,2.13,Kepler-1656,JD,JD,[Fe/H],,,0.21254,2.12435,17.1,4.52,0.04191,118.027,,,,0.083,,47.8,47.8,Mass,47.8,5569.0,0.19,-39.29,2.8,0.021,4.4,6.31,1.03,1.22864,1.1,1,2,0,20.6153452,10.8652,17.5197,5.35115,185.875,1.06,35.62500558635968,-79.22056236068362,164.33039007204016,Unknown,Neptune-Like,0.2067850792467344
Kepler-731 b,b,Kepler-731,2016,Transit,Kepler CCD Array,3.85560355,,0.0505,87.96,,0.0,1212.0,,456.7,,Kepler-731,JD,JD,[Fe/H],,,1.74707,3.20969,,13.88,0.12025,10.3006,,,,0.0007,,,,Msini,,5849.0,0.04,,,0.035,4.41,3.8,1.03,1.3908,1.06,1,1,0,6.7147075,2.1599,-6.35784,0.767755,1257.16,0.0402,391.1971133127846,-366.2262905742456,1137.2310179677534,Unknown,Gas Giants,0.0671205294446231
Kepler-661 b,b,Kepler-661,2016,Transit,Kepler CCD Array,6.02930132,,0.0585,89.5,,0.0,678.0,,45.53,1.83,Kepler-661,JD,JD,[Fe/H],,,0.19127,1.5798,,3.07,0.04151,29.31,,,,0.89,,,9.64,M-R relationship,,4483.0,-0.05,,,-0.814,4.64,4.27,0.7,13.09803,0.67,1,1,0,28.5498649,-19.7066,-20.6578,1.84175,534.788,0.109,85.04084237015603,-162.0580281088844,502.4972194932369,Unknown,Super-Earth,0.2336596849669773
Pr0201 b,b,Pr0201,2012,Radial Velocity,TRES Echelle Spectrograph,4.4264,,0.06,,2455992.861,0.0,,,,0.329,Pr0201,BJD,,[Fe/H],,,,,58.1,14.2,,,,,,,,,171.6282,Msini,171.6282,6174.0,0.19,33.95,9.6,0.245,4.41,,1.24,1.03503,1.15,1,1,0,39.1150393,-36.5413,-13.9542,5.50844,180.64,0.332,-109.92941860980844,143.21513529765815,5.97976134832907,Unknown,Gas Giants,
UZ For c,c,UZ For,2011,Eclipse Timing Variations,Multiple Instruments,1916.25,,2.8,,,0.05,,,,,UZ For,,,,,,,,,,,,,,,,,2447.2,2447.2,Mass,,5286.9,,,,,,,0.7,,,2,2,0,18.2,18.1,-1.5,4.1735552,239.6038748,11.7,127.25917799640833,118.5455514545948,-164.80919472280226,Unknown,Unknown,
Kepler-970 b,b,Kepler-970,2016,Transit,Kepler CCD Array,16.736525,117.0,0.139,88.74,,0.34,464.0,,11.11,2.26,Kepler-970,BJD,BJD,[Fe/H],9.23,,0.12892,2.2,,2.609,0.0337,42.2,,,,0.7,,,7.31,M-R relationship,,4290.0,0.04,-27.15,5.2,-0.775,4.62,0.105,0.67,2.65047,0.71,2,1,0,3.2455154,-2.74776,1.72719,2.98745,331.545,0.419,84.41082062203473,-131.17475265082453,292.5578312982062,Unknown,Super-Earth,0.33077127363623204
Kepler-897 b,b,Kepler-897,2016,Transit,Kepler CCD Array,8.0472642,,0.077,79.3,,0.0,855.0,,354.22,2.54,Kepler-897,JD,JD,[Fe/H],,,0.0486,4.5,,2.39,0.02113,7.48,,,,0.837,,,6.3,M-R relationship,,5839.0,0.04,,,0.288,4.41,4.37,1.03,0.77522,1.04,1,1,0,8.3339015,-2.14372,-8.05347,0.629308,1519.25,0.0507,331.12187058004844,-334.57728577489104,1444.4849979030855,Unknown,Super-Earth,0.23944255217797084
Kepler-923 b,b,Kepler-923,2016,Transit,Kepler CCD Array,6.93366476,,0.0715,80.2,,0.0,1104.0,,390.64,5.19,Kepler-923,JD,JD,[Fe/H],,,0.01196,4.322,,1.38,0.0104,12.28,,,,0.803,,,2.48,M-R relationship,,5988.0,0.07,,,0.333,4.28,4.68,1.11,0.72847,1.26,1,1,0,4.8212122,-0.412187,-4.80356,0.971283,1000.28,0.0715,313.5009483102404,-384.8230000499885,868.4402641754391,Unknown,Super-Earth,0.28750257287578274
Kepler-924 b,b,Kepler-924,2016,Transit,Kepler CCD Array,61.0370117,,0.3359,89.93,,0.0,610.0,,20.0,1.83,Kepler-924,JD,JD,[Fe/H],,,0.04375,8.851,,3.07,0.02255,56.59,,,,0.0304,,,9.64,M-R relationship,,6167.0,0.01,,,0.314,4.32,3.09,1.14,0.92023,1.23,1,1,0,1.82725,-1.82606,0.065935,0.921048,1053.04,0.319,283.05960830561946,-416.956956053245,924.6174325334135,Unknown,Super-Earth,0.26608325933521193
Kepler-925 b,b,Kepler-925,2016,Transit,Kepler CCD Array,33.8678531,,0.1805,89.02,,0.0,394.0,,5.83,2.61,Kepler-925,JD,JD,[Fe/H],,,0.08948,3.682,,2.34,0.03001,46.2,,,,0.6804,,,6.08,M-R relationship,,4673.0,0.12,,,-0.684,4.62,2.57,0.77,1.63128,0.72,1,1,0,4.0478576,-0.167996,-4.04437,1.60877,611.115,0.295,159.76946907252042,-242.57940065545554,537.6713627811368,Unknown,Super-Earth,0.42508482732229114
Kepler-928 b,b,Kepler-928,2016,Transit,Kepler CCD Array,3.9324613,,0.0444,88.15,,0.0,894.0,,111.11,4.31,Kepler-928,JD,JD,[Fe/H],,,0.04555,2.1982,,1.59,0.02113,12.24,,,,0.416,,,3.15,M-R relationship,,4700.0,-0.11,,,-0.719,4.62,4.37,0.73,2.2407,0.7,1,1,0,14.956245,-7.08507,-13.1716,1.93693,508.809,0.0873,129.7538247831689,-194.2701713505039,452.0062432739005,Unknown,Super-Earth,0.2870724101664124
GJ 3929 b,b,GJ 3929,2022,Transit,TESS CCD Array,2.616235,90.0,0.0252,88.442,2459320.05808,0.0,568.0,,17.3,7.3,GJ 3929,BJD-TDB,BJD-TDB,[Fe/H],122.0,,0.11206,1.19,1.77,1.09,0.0156,16.8,,,,0.11,,1.75,1.75,Mass,1.21,3384.0,-0.02,10.27,2.0,-1.963,4.89,7.1,0.31,13.3,0.32,1,2,0,348.9865767,-143.277,318.219,63.224,15.8095,1.59,-6.524830456521429,-6.5508285500911505,12.82394335105084,M,Super-Earth,0.3694370219126053
TOI-2109 b,b,TOI-2109,2021,Transit,TESS CCD Array,0.67247414,,0.01791,70.74,,,3646.0,,14429.0,2.55,TOI-2109,BJD-TDB,BJD-TDB,[Fe/H],,,0.6651,1.801,860.0,15.098,0.08155,2.268,,,,0.7481,,1595.49860314,1595.4986,Mass,,6540.0,0.068,,81.2,0.673,4.14,1.77,1.45,0.417,1.7,1,1,0,12.5333827,-8.4493,-9.25716,3.78791,262.041,0.0683,-72.65956213722447,-190.82322916034082,164.23327593349305,F,Gas Giants,0.060138285393734225
Kepler-347 b,b,Kepler-347,2014,Transit,Kepler CCD Array,12.79836,,0.11,86.06,,0.0,908.0,,180.55,3.26,Kepler-347,BJD,BJD,[Fe/H],,,0.03366,6.244,,1.97,0.01617,16.3,,,,0.71,,,4.54,M-R relationship,,6088.0,0.16,,,0.342,4.47,0.3,1.05,0.14332,1.01,1,3,0,16.4635435,-1.60523,-16.3851,0.741042,1298.88,0.0847,278.4888170609195,-342.08201581902574,1221.684545054574,Unknown,Super-Earth,0.26353683732925637
Kepler-763 b,b,Kepler-763,2016,Transit,Kepler CCD Array,1.19655156,,0.0205,87.27,,0.0,1414.0,,974.09,5.99,Kepler-763,JD,JD,[Fe/H],,,0.02246,1.1901,,1.22,0.01406,7.6,,,,0.2353,,,1.98,M-R relationship,,5166.0,0.01,,,-0.334,4.57,4.79,0.84,4.49591,0.8,1,3,0,9.2643365,7.27869,5.73137,1.01093,962.459,0.0213,246.67656801417223,-275.4692104260199,888.5914199343896,Unknown,Super-Earth,0.29087284180328243
Kepler-763 c,c,Kepler-763,2023,Transit,Kepler CCD Array,4.09667624,,0.0466,89.43,,0.0,938.0,,182.9,4.99,Kepler-763,BJD,BJD,[Fe/H],,,0.03023,2.19,,1.42,0.01546,14.38,,,,0.142,,,2.6,M-R relationship,,4999.0,0.18,,,-0.334,4.49,2.1,0.8,3.35101,0.84,1,3,0,9.2643365,7.27869,5.73137,1.01093,962.459,0.0484,246.67656801417223,-275.4692104260199,888.5914199343896,Unknown,Super-Earth,0.28989852212821443
Kepler-8 b,b,Kepler-8,2010,Transit,Kepler CCD Array,3.5224991,,0.0474,83.978,,0.0,1680.0,0.0026,1444.88,0.27,Kepler-8,BJD,BJD,[Fe/H],,-26.4,0.91457,3.19061,68.4,15.872,0.09575,6.854,,,,0.7191,,187.5197,187.5197,Mass,,6213.0,-0.055,-52.72,10.5,0.605,4.17,3.47,1.21,0.65374,1.49,1,1,0,4.42486,2.19649,3.8412,0.949758,1021.87,0.0464,147.56120953896695,-404.0450195251636,926.9258916096298,Unknown,Gas Giants,0.058138045539773864
Kepler-491 b,b,Kepler-491,2016,Transit,Kepler CCD Array,4.22538451,,0.0516,89.66,,0.0,1111.0,,312.51,0.457,Kepler-491,JD,JD,[Fe/H],,,0.7563,2.81829,,8.92,0.07948,12.3785,,,,0.015,,,59.0,M-R relationship,,5582.0,0.37,,,-0.057,4.42,4.47,1.04,2.00967,1.03,1,1,0,5.5855406,-4.24802,-3.62665,1.55653,630.785,0.0818,137.29634168687082,-239.71381460258797,567.07734734609,Unknown,Neptune-Like,0.09869431125384565
TOI-2154 b,b,TOI-2154,2023,Transit,TESS CCD Array,3.8240801,31.0,0.0513,83.37,,0.117,1580.0,,1005.89,0.37,TOI-2154,BJD-TDB,BJD-TDB,[Fe/H],,,1.143,2.465,105.0,16.287,0.10693,7.91,,,,0.8636,,292.40213444,292.40213,Mass,,6280.0,0.011,,,0.435,4.24,2.9,1.23,0.639,1.4,1,1,0,18.6508451,-10.7834,15.2175,3.34439,296.46,0.173,9.47453836311767,142.61440458083646,259.7304301171876,Unknown,Gas Giants,0.05712444052250232
TOI-2337 b,b,TOI-2337,2022,Transit,TESS CCD Array,2.99432,-0.341,,,,0.019,1272.46034108,,619.58,2.72,TOI-2337,BJD-TDB,BJD-TDB,[Fe/H],,,0.112065,6.9172309,192.2,10.088,,,,,,0.52,,508.5254512,508.52545,Mass,,4780.0,0.39,,,0.689,3.5,4.9,1.32,0.05498,3.22,1,1,0,14.2678007,-10.335,9.83656,1.8368,536.046,,91.9393900838586,-37.964590763263864,526.7363216213461,Unknown,Gas Giants,0.0874898224769044
L 363-38 b,b,L 363-38,2023,Radial Velocity,ESPRESSO,8.781,,0.048,,,,330.0,,,3.21,L 363-38,,,,,,,,4.12,2.0,,,,,,,,,4.67,Msini,4.67,3129.0,,,,-1.886,4.97,8.07,0.21,21.29232,0.27,1,1,0,760.126108,-488.556,-582.327,97.7275,10.2295,4.69,7.547985794965021,-1.3578277193979735,-6.769555714627125,Unknown,Super-Earth,
TOI-2257 b,b,TOI-2257,2021,Transit,TESS CCD Array,35.189346,-101.674,0.145,89.786,,0.496,256.0,,0.67,2.84,TOI-2257,BJD,BJD,[Fe/H],,,0.413,3.846,,2.194,0.06423,,,,,0.374,,,5.45,M-R relationship,,3430.0,-0.27,,,-1.867,4.97,,0.33,15.8,0.31,1,1,0,47.7803887,-35.9925,31.4246,17.2748,57.7911,2.51,-11.941280175251638,19.575178302669215,53.047426529520266,M,Super-Earth,0.7010071285489821
TOI-1431 b,b,TOI-1431,2021,Transit,TESS CCD Array,2.650237,108.0,0.046,80.13,,0.0022,2370.0,0.0127,5300.0,1.17,TOI-1431,BJD-TDB,BJD-TDB,[Fe/H],,,0.5797,2.489,294.1,16.701,0.07955,5.15,,,,0.881,,991.62462984,991.62463,Mass,,7690.0,0.09,,6.0,1.068,4.15,0.29,1.9,0.37,1.92,1,1,0,26.5986578,11.7373,23.8689,6.68637,148.925,0.309,60.74926194821491,-4.574861364508112,135.89427302591784,A,Gas Giants,0.055003726247691564
TOI-1452 b,b,TOI-1452,2022,Transit,TESS CCD Array,11.06201,90.0,0.061,89.77,,0.0,326.0,,1.8,5.6,TOI-1452,BJD,BJD,[M/H],,,0.309,1.7587777,3.5,1.672,,,,,,0.19,,4.82,4.82,Mass,,3185.0,-0.07,,,-2.155,4.95,,0.25,16.8,0.28,2,1,0,74.3267703,7.82992,-73.9132,32.7352,30.5212,2.0,3.0434544329606084,4.022698369731398,30.101477245820558,M,Super-Earth,0.7308500445084891
GJ 229 A c,c,GJ 229,2020,Radial Velocity,Multiple Instruments,121.93268,128.617,0.384,,2450370.18,0.366,,,,1.99,GJ 229,BJD,BJD,,,,,,1.872,2.87,,,,,,,,,8.58137,Msini,8.581366989,3912.54,,4.02,1.0,-1.222,4.69,0.4,0.51,4.64116,0.46,2,2,0,731.8329536,-135.985,-719.088,173.696,5.75624,66.7,-0.24611959522404364,4.043208880954589,-4.089766011328361,M,Super-Earth,
HD 105618 b,b,HD 105618,2022,Radial Velocity,Multiple Instruments,10.02245,306.513,0.091,,2451874.734,0.455,,,,0.868,HD 105618,BJD,BJD,,,,,,8.356,5.44,,,,,,,,,25.42627,Msini,25.42627256,5671.0,,,,0.18,4.23,,1.01,0.68863,1.27,1,2,0,104.6313648,-104.613,-1.96029,14.24,70.0837,1.3,-68.68561872836597,2.781381400696213,13.648249085337046,Unknown,Neptune-Like,
WASP-148 b,b,WASP-148,2020,Transit,Andor e2v CCD Camera,8.803809,60.6,0.08215,89.3,2457957.0,0.208,940.0,,72.7,0.831,WASP-148,BJD-UTC,BJD-TDB,[Fe/H],26.2,-8.2,0.836,3.016,30.1,8.474,0.08498,19.33,,,,0.199,92.4890934752081,91.216752809,91.21675,Mass,92.48853,5555.0,0.099,-5.62,2.3,-0.139,4.5,3.6,0.95,1.76,0.91,1,2,0,30.2312754,-13.4765,-27.0613,4.03046,246.353,0.333,-48.216082447144856,-87.14549610384232,225.32348415392778,G,Neptune-Like,0.11433101090206854
Wendelstein-2 b,b,Wendelstein-2,2020,Transit,Gigapixel Camera 1 (GPC1),1.7522239,,0.0234,87.87,,0.057,2470.0,,282.31,0.62,Wendelstein-2,BJD-TDB,BJD-TDB,,,,7.763041,2.1714375,155.584,12.993,0.176,,,,,,,232.33373,232.33373,Mass,,4591.0,,,,-0.834,4.53,,0.73,2.35899,0.66,1,1,0,9.3683518,8.95432,2.7543,1.74094,565.541,0.0414,252.25203689702204,-373.7449819340551,341.3505837718991,K,Gas Giants,0.07250272295910376
Kepler-37 d,d,Kepler-37,2013,Transit,Kepler CCD Array,39.7922622,,0.2109,89.335,,0.1,499.0,,10.39,1.3,Kepler-37,BJD-TDB,BJD-TDB,[Fe/H],,,0.06044,4.4474,0.44,2.03,0.0232,69.576,,,,0.535,,2.0,2.0,Mass,,5357.0,-0.36,-30.1,1.1,-0.322,4.57,7.6,0.79,2.46,0.79,1,4,0,77.6774605,-60.5205,48.6935,15.6155,63.9207,3.3,11.070293485809934,-22.73705454655901,58.705458359294276,Unknown,Super-Earth,0.3694436426290417
HD 93963 A b,b,HD 93963 A,2022,Transit,TESS CCD Array,1.0376109,90.0,0.02061,86.21,,0.0,1842.2334417,,2898.0,4.81,HD 93963,BJD,BJD,[Fe/H],12.8,,0.021,1.8155952,1.6,1.47,0.01307,4.299,,-4.63,,0.3293,,2.8,2.8,Mass,,5908.0,0.11,13.28,5.9,0.068,4.45,1.3,1.08,1.3835,1.03,2,2,0,95.6975971,-92.8386,-23.2169,12.1158,82.3432,0.25,-70.90312538361566,34.34530933237366,23.9488856512958,G,Super-Earth,0.2806848873953066
GJ 15 A c,c,GJ 15 A,2018,Radial Velocity,HARPS-N Spectrograph,7600.0,-58.4,5.4,,,0.27,,,,0.667,GJ 15,,,[Fe/H],,,,,2.5,6.67,,,,,,,,,36.0,Msini,36.0,3607.0,-0.34,11.3,1.09,-1.655,4.87,,0.38,8.37411,0.38,2,2,0,2920.710871,2891.52,411.903,280.69,3.56228,1520.0,2.5531254832821597,1.1737558925605167,2.189448827831951,M,Neptune-Like,
Kepler-425 b,b,Kepler-425,2014,Transit,Kepler CCD Array,3.79701816,,0.0464,87.02,,0.33,1070.0,,229.04,0.27,Kepler-425,BJD,BJD,[Fe/H],,,1.44312,2.353,34.0,10.962,0.1168,11.6,,,,0.602,,79.45,79.45,Mass,,5170.0,0.24,-45.4,3.0,-0.323,4.54,5.0,0.93,1.448,0.86,1,1,0,10.4987288,-4.44858,-9.50965,1.51803,646.647,0.0718,170.86988358604253,-255.2612737906011,569.0320795834731,K,Gas Giants,0.08450843571116351
Kepler-670 b,b,Kepler-670,2016,Transit,Kepler CCD Array,2.81650485,,0.0383,89.37,,0.0,1219.0,,528.22,,Kepler-670,JD,JD,[Fe/H],,,1.68137,2.50522,,13.18,0.1217,9.65552,,,,0.0073,,,,Msini,,5709.0,0.07,,,-0.1,4.44,4.79,0.99,2.14666,0.99,1,1,0,4.550097,-2.46425,-3.82503,1.03558,939.744,0.0408,278.7622872553855,-218.58753154391889,870.419360879388,Unknown,Gas Giants,0.0698758487552219
TOI-1695 b,b,TOI-1695,2022,Transit,TESS CCD Array,3.1342791,90.0,0.033548,87.2,,0.097,698.0,,39.0,5.0,TOI-1695,BJD,BJD,[Fe/H],47.7,,0.1236,1.311,4.39,1.9,0.034,16.3,,-4.74,,0.69,,6.36,6.36,Mass,,3690.0,0.0,-59.46,1.3,-1.354,4.73,,0.51,5.3,0.52,1,1,0,82.3411213,71.7067,40.4748,22.1289,45.1309,0.743,12.732997527957096,21.80188814982982,37.40784118156711,M,Super-Earth,0.293312688662973
KMT-2021-BLG-0712L b,b,KMT-2021-BLG-0712L,2023,Microlensing,18k Mosaic CCD camera,,,2.22,,,,,,,0.636,KMT-2021-BLG-0712L,,,,,,,,,6.91,,,,,,,,38.19,38.19,Mass,,,,,,,,,0.22,,,1,1,0,,,,,3090.0,0.718,-33.16380770208536,-3061.61986027859,-416.5140970080197,Unknown,Neptune-Like,
TOI-1811 b,b,TOI-1811,2023,Transit,TESS CCD Array,3.7130765,21.0,0.04389,86.48,,0.052,962.2,,55.97,1.23,TOI-1811,BJD-TDB,BJD-TDB,[Fe/H],,,1.761,1.951,146.0,11.142,0.13272,12.28,,,,0.7393,,308.929211604,308.92921,Mass,,4766.0,0.306,,,-0.56,4.58,5.9,0.82,2.54,0.77,1,1,0,47.1203159,-45.874,-10.7657,7.76991,128.23,0.342,-112.65477251004982,7.10721961622295,60.83849570819197,Unknown,Gas Giants,0.09758188972313875
CoRoT-27 b,b,CoRoT-27,2014,Transit,CoRoT CCD Array,3.57532,,0.0476,86.7,,0.065,1500.0,,,12.6,CoRoT-27,HJD,HJD,[M/H],,,,2.77,1326.0,11.287,0.099,9.48,,,,0.54,,3302.11,3302.11,Mass,,5900.0,-0.1,-4.09,4.0,-0.166,4.4,4.21,1.05,1.24,1.08,1,1,0,9.7710073,0.326224,-9.76556,0.96604,1010.28,0.0471,148.50048819439806,-873.6878217052534,485.0596598460387,G,Gas Giants,
Kepler-1345 b,b,Kepler-1345,2016,Transit,Kepler CCD Array,44.6169557,,0.2638,88.99,,0.0,693.0,,68.47,2.58,Kepler-1345,JD,JD,[Fe/H],,,0.02397,7.632,,2.36,0.01397,45.07,,,,0.0993,,,6.17,M-R relationship,,6449.0,0.04,,,0.693,4.18,2.24,1.32,0.87009,1.55,1,1,0,3.2738748,-1.46016,-2.93022,0.709146,1355.02,0.195,359.72757506857045,-409.7936043074273,1240.4613956121382,Unknown,Super-Earth,0.255996566399756
kap And b,b,kap And,2012,Imaging,HiCIAO Camera,,,55.0,,,,1900.0,,,12.8,kap And,,,[M/H],,,,,,12.3,,,,,,,,4327.36,4327.36,Mass,,10900.0,-0.36,,,1.83,3.78,0.03,2.6,0.32158,2.31,1,1,0,83.3928097,80.9322,-20.1082,19.9751,50.0177,1100.0,35.64604609055687,11.101722143589626,33.28485356504407,B,Gas Giants,
HD 190007 b,b,HD 190007,2020,Radial Velocity,Multiple Instruments,11.724128,2.3,0.092,,,0.136,,,,1.27,HD 190007,,,[Fe/H],28.63,,,,4.91,4.06,,,,-4.65,,,,,15.5,Msini,15.5,4610.0,0.16,-30.47,2.55,-0.68,4.58,1.0,0.77,3.25324,0.79,1,1,0,149.7799129,-90.2903,119.506,78.6238,12.7141,7.24,6.478668148352937,-9.720655098165956,5.018372474818636,K,Neptune-Like,
HD 47366 c,c,HD 47366,2016,Radial Velocity,HIDES Echelle Spectrograph,677.53,163.6,1.84,,2453950.3,0.161,,,,1.08,HD 47366,JD,JD,[Fe/H],86.0,,,,24.02,13.5,,,,,,,,,483.73484,Msini,483.734835454,4866.0,-0.02,9.12,4.3,1.417,2.97,1.61,1.81,,7.3,1,2,0,126.1020656,9.8344,-125.718,11.8263,84.3552,21.8,-13.44887603961402,66.8591167944877,-49.64661118114859,K,Gas Giants,
ome Ser b,b,ome Ser,2013,Radial Velocity,HIDES Echelle Spectrograph,278.59,143.2,0.838,,2455022.3,0.18,,,,0.468,ome Ser,JD,JD,[Fe/H],,,,,23.11,14.0,,,,,,,,,233.92171,Msini,233.921707552,4724.0,-0.12,-3.65,1.89,1.734,2.37,,1.01,,10.99,2,1,0,56.967186,30.5983,-48.0521,13.002,76.7556,10.9,-41.13165873735198,-58.225022899104324,28.450931254930754,G,Gas Giants,
NGTS-11 b,b,NGTS-11,2020,Transit,TESS CCD Array,35.45533,32.0,0.201,89.16,,0.13,435.0,,33.16,0.78,NGTS-11,BJD-TDB,BJD-TDB,[Fe/H],,,0.981,3.59,21.2,9.158,0.101,54.6,,,,0.81,,109.33352,109.33352,Mass,,5050.0,0.22,21.41,1.1,-0.395,4.5,3.9,0.86,2.109,0.83,1,1,0,17.9456049,11.1676,14.0474,5.22313,190.422,1.06,169.10335203127946,48.65551784906846,-72.78210630796654,K,Neptune-Like,0.12498031856646019
tau Gem b,b,tau Gem,2013,Radial Velocity,Hamilton Echelle Spectrograph,305.5,137.4,1.17,,2453270.7,0.031,,,,20.3,tau Gem,,,[Fe/H],,,,,350.2,12.1,,,,,,,,,6547.0,Msini,6547.0,4388.0,0.14,22.02,1.0,2.519,1.96,1.22,2.3,,26.8,1,1,0,57.6443033,-31.4941,-48.2803,8.87786,112.537,10.4,-29.694543369633106,107.48143132231768,15.183951527019904,K,Gas Giants,
GJ 273 b,b,GJ 273,2017,Radial Velocity,HARPS Spectrograph,18.6498,,0.091101,,,0.1,,,1.06,4.61,GJ 273,,,[Fe/H],99.0,,,,1.61,1.51,,,,,,,,,2.89,Msini,2.89,3382.0,0.09,18.41,,-2.056,4.91,,0.29,13.19438,0.29,1,2,0,3737.8706505,571.0,-3694.0,263.26,5.921535,15.4,-2.19490470334213,5.236113939446542,-1.6822844327298554,M,Super-Earth,0.8548562862443944
GJ 163 c,c,GJ 163,2013,Radial Velocity,HARPS Spectrograph,25.63058,227.0,0.1254,,2455057.7,0.099,,,,2.39,GJ 163,,,[Fe/H],,,,,2.75,2.5,,,,,,,,,6.8,Msini,6.8,3500.0,0.1,58.6,,-1.708,4.82,6.0,0.4,8.24778,0.41,1,3,0,1198.1722566,1046.14,584.13,66.0714,15.1285,8.29,4.19252190045774,2.5043638906908403,-14.318604466469003,M,Super-Earth,
HD 153557 c,c,HD 153557,2022,Radial Velocity,Multiple Instruments,15.27018,142.315,0.111,,2450543.32,0.511,,,,1.16,HIP 83020 A,BJD,BJD,,,,,,6.128,4.36,,,,,,,,,17.48056,Msini,17.480562385,4837.0,,-7.2,2.0,-0.562,4.59,,0.79,2.69168,0.75,1,3,0,308.7663785,-145.79,272.18,55.7086,17.9412,6.19,-3.2536798838835486,-5.490931786511922,16.767524944638804,K,Neptune-Like,
